fact_id,pid_id,measurement_date,measurement_time,location_id,tvoc_ppb,exceedance_flag,processed_at
1cc7df76-df8c-4945-abea-397c0c8a42a8,PID_NW,2026-05-25,17:41:51,LOC_NW,65.1,0,2026-05-25 23:46:27.380854
0903f535-ef51-4f61-a275-7c93c80e2201,PID_NW,2026-05-25,17:42:51,LOC_NW,65.4,0,2026-05-25 23:46:27.401674
64a84ff4-e5e6-4212-b7d7-695f3931e60a,PID_NW,2026-05-25,17:43:51,LOC_NW,65.1,0,2026-05-25 23:46:27.421204
0638c98c-9009-4f04-ae32-9df66c0f94d1,PID_NW,2026-05-25,17:44:51,LOC_NW,64.9,0,2026-05-25 23:46:27.443708
d0acdd92-407a-4c5d-8e56-d30f11baf9e1,PID_NW,2026-05-25,17:45:51,LOC_NW,64.7,0,2026-05-25 23:46:27.462275
3f60b04c-a2df-4a2d-bd90-1eee2417ff54,PID_NW,2026-05-25,17:46:51,LOC_NW,64.7,0,2026-05-25 23:46:27.481333
160bee81-daf8-4bbc-ae80-833ace75b8d8,PID_NW,2026-05-25,17:47:51,LOC_NW,65.1,0,2026-05-25 23:46:27.499742
c1888a20-498c-43bc-aae3-c9d707391837,PID_NW,2026-05-25,17:48:51,LOC_NW,65.5,0,2026-05-25 23:46:27.518594
ffbfc165-650e-4b44-8d83-5edbd4f76e54,PID_NW,2026-05-25,17:49:51,LOC_NW,65.5,0,2026-05-25 23:46:27.538329
4b389afd-0df9-4c68-aefc-2b6e6cacf5eb,PID_NW,2026-05-25,17:50:51,LOC_NW,65.3,0,2026-05-25 23:46:27.557333
17d9127b-77de-4e8a-9539-57a8f539a1db,PID_NW,2026-05-25,17:51:51,LOC_NW,65.7,0,2026-05-25 23:46:27.576348
950dec77-3edd-4b72-864c-d00d4287b83c,PID_NW,2026-05-25,17:52:51,LOC_NW,65.9,0,2026-05-25 23:46:27.595573
00b685c6-cf63-42dc-b275-54e42da997df,PID_NW,2026-05-25,17:53:51,LOC_NW,66.0,0,2026-05-25 23:46:27.614636
0be1b166-102f-498f-ad34-a0257f577885,PID_NW,2026-05-25,17:54:51,LOC_NW,66.4,0,2026-05-25 23:46:27.633458
e95da04e-a21f-45a3-bfa2-661223c47d42,PID_NW,2026-05-25,17:55:51,LOC_NW,66.6,0,2026-05-25 23:46:27.655415
c8bfcca9-de22-46c2-95b3-617f604d881b,PID_NW,2026-05-25,17:56:51,LOC_NW,67.0,0,2026-05-25 23:46:27.674069
e96eaf4a-4138-4d9f-b6bb-71c4bd3c7828,PID_NW,2026-05-25,17:57:51,LOC_NW,67.4,0,2026-05-25 23:46:27.69367
e7751127-8ef9-4f89-b9d9-0b95fb3e2eaa,PID_NW,2026-05-25,17:58:51,LOC_NW,67.0,0,2026-05-25 23:46:27.712194
03b28c66-d4ef-4010-9819-015c2c55cbba,PID_NW,2026-05-25,17:59:51,LOC_NW,66.8,0,2026-05-25 23:46:27.730633
986a9dd4-7099-40c3-9de2-0b6c422d930e,PID_NW,2026-05-25,18:00:51,LOC_NW,66.9,0,2026-05-25 23:46:27.749652
c0fd4180-b8ac-4238-8b83-1d661c518327,PID_NW,2026-05-25,18:01:51,LOC_NW,66.8,0,2026-05-25 23:46:27.769455
57e15d08-b823-435c-9e37-198c751e227c,PID_NW,2026-05-25,18:02:51,LOC_NW,66.4,0,2026-05-25 23:46:27.788218
ebc07fbf-15d9-45ae-9328-de6bafd9e8cd,PID_NW,2026-05-25,18:03:51,LOC_NW,73.4,0,2026-05-25 23:46:27.80687
fabd4a21-5cd5-4289-b3c4-739b4382184f,PID_NW,2026-05-25,18:04:51,LOC_NW,74.0,0,2026-05-25 23:46:27.825706
115e4135-cd3f-4362-911d-a973d3dba982,PID_NW,2026-05-25,18:05:51,LOC_NW,65.7,0,2026-05-25 23:46:27.844572
ac1b2223-f776-4924-95f8-3aa75c3957b0,PID_NW,2026-05-25,18:06:51,LOC_NW,71.7,0,2026-05-25 23:46:27.863209
8ce5c592-054f-4a49-b18e-a7f1737a7415,PID_NW,2026-05-25,18:07:51,LOC_NW,65.8,0,2026-05-25 23:46:27.885699
faecf07c-e22a-4407-9fb2-6d25f557f434,PID_NW,2026-05-25,18:08:51,LOC_NW,72.1,0,2026-05-25 23:46:27.904592
3b7f8bdb-bed8-47a0-8ab0-2e9342f1c50a,PID_NW,2026-05-25,18:09:51,LOC_NW,73.0,0,2026-05-25 23:46:27.923307
41682a89-8273-4d92-a939-0b6ebf5e41d7,PID_NW,2026-05-25,18:10:51,LOC_NW,65.6,0,2026-05-25 23:46:27.94354
eba25aa1-5e0f-493e-bb34-7746ed25c632,PID_NW,2026-05-25,18:11:51,LOC_NW,66.0,0,2026-05-25 23:46:27.962195
c9f11d3e-452e-47c3-8713-3ba17d81d5d6,PID_NW,2026-05-25,18:12:51,LOC_NW,71.6,0,2026-05-25 23:46:27.982876
