fact_id,pid_id,measurement_date,measurement_time,location_id,tvoc_ppb,exceedance_flag,processed_at
490717ce-717f-46d5-a574-e1591ca00012,PID_E,2026-05-25,17:41:51,LOC_E,65.4,0,2026-05-25 23:46:27.363989
2ca27e90-d017-4ee2-aafb-a158ac3c2d0f,PID_E,2026-05-25,17:42:51,LOC_E,65.1,0,2026-05-25 23:46:27.389017
a3f19c7d-3045-4897-9e40-73acbe9488b1,PID_E,2026-05-25,17:43:51,LOC_E,65.2,0,2026-05-25 23:46:27.409054
30666f37-7b1c-4ab1-98c4-d91e22448162,PID_E,2026-05-25,17:44:51,LOC_E,65.2,0,2026-05-25 23:46:27.431706
7f21239b-194f-4c45-bfd8-45fddd36ed19,PID_E,2026-05-25,17:45:51,LOC_E,65.4,0,2026-05-25 23:46:27.450551
215bff9c-cb74-4789-922d-43242d6055a8,PID_E,2026-05-25,17:46:51,LOC_E,65.5,0,2026-05-25 23:46:27.469536
c11fd84b-75b3-4295-9fce-ece48f094be2,PID_E,2026-05-25,17:47:51,LOC_E,65.6,0,2026-05-25 23:46:27.488366
d01c98ca-67dd-4b55-94a4-8ae478cf9744,PID_E,2026-05-25,17:48:51,LOC_E,65.3,0,2026-05-25 23:46:27.506872
acbeaa2b-b12e-4558-b0d0-808e71a9d53f,PID_E,2026-05-25,17:49:51,LOC_E,65.0,0,2026-05-25 23:46:27.52637
35e97bca-8fc6-4dc8-b514-84491c32dd37,PID_E,2026-05-25,17:50:51,LOC_E,64.9,0,2026-05-25 23:46:27.545419
452eea5d-a95d-4d48-89fa-410aba6accf6,PID_E,2026-05-25,17:51:51,LOC_E,65.0,0,2026-05-25 23:46:27.564561
c88ac8c9-2169-4bad-81b6-6307495fdb80,PID_E,2026-05-25,17:52:51,LOC_E,65.2,0,2026-05-25 23:46:27.583837
8702f87a-f6ea-4df1-9dc5-90c5f5974348,PID_E,2026-05-25,17:53:51,LOC_E,65.6,0,2026-05-25 23:46:27.602798
df77137d-e49d-42eb-b8af-af458bc2eca2,PID_E,2026-05-25,17:54:51,LOC_E,65.7,0,2026-05-25 23:46:27.62178
6abaadc2-ded9-429b-9f3d-87885ecc2924,PID_E,2026-05-25,17:55:51,LOC_E,65.4,0,2026-05-25 23:46:27.640232
11307520-438e-4895-bbab-31b6f91cfc9c,PID_E,2026-05-25,17:56:51,LOC_E,65.1,0,2026-05-25 23:46:27.662334
1c46872f-1ad1-479d-a22d-37cdac52b1ae,PID_E,2026-05-25,17:57:51,LOC_E,65.3,0,2026-05-25 23:46:27.680949
e9365d6e-349d-4f84-8cff-7c71664f08a1,PID_E,2026-05-25,17:58:51,LOC_E,65.1,0,2026-05-25 23:46:27.700775
31712c4c-65b7-4cb7-a4ed-431b3a92813e,PID_E,2026-05-25,17:59:51,LOC_E,65.4,0,2026-05-25 23:46:27.718923
8029997b-833c-48e4-b36f-ff6f800a2e2b,PID_E,2026-05-25,18:00:51,LOC_E,65.2,0,2026-05-25 23:46:27.737784
d4e560ea-e7b1-42a6-9cb3-1ee18f5f2b2f,PID_E,2026-05-25,18:01:51,LOC_E,65.4,0,2026-05-25 23:46:27.756668
c50189f6-0357-4e69-97e2-c29016e88859,PID_E,2026-05-25,18:02:51,LOC_E,65.3,0,2026-05-25 23:46:27.776608
8723e742-9dd4-4da5-8dca-d4c284c22128,PID_E,2026-05-25,18:03:51,LOC_E,65.1,0,2026-05-25 23:46:27.795235
9a73a122-24c6-45e2-9857-dc9171c7670c,PID_E,2026-05-25,18:04:51,LOC_E,64.8,0,2026-05-25 23:46:27.813795
de7e67de-d623-4a74-8f12-d7ffd07aa579,PID_E,2026-05-25,18:05:51,LOC_E,65.1,0,2026-05-25 23:46:27.832589
72862098-3f80-44c5-b079-f2fe8eaf0fac,PID_E,2026-05-25,18:06:51,LOC_E,70.8,0,2026-05-25 23:46:27.851821
e41ee376-7667-48fa-b1d4-12b1e48caf07,PID_E,2026-05-25,18:07:51,LOC_E,65.2,0,2026-05-25 23:46:27.873865
12f7ad90-828b-4cd5-9c60-45f654aec051,PID_E,2026-05-25,18:08:51,LOC_E,64.8,0,2026-05-25 23:46:27.892767
bf3412f4-89b2-440c-9bd5-f281c5c8a16c,PID_E,2026-05-25,18:09:51,LOC_E,64.6,0,2026-05-25 23:46:27.911768
17c25166-bf84-4b2d-9778-9b9cf5000aae,PID_E,2026-05-25,18:10:51,LOC_E,64.6,0,2026-05-25 23:46:27.931868
ba009e12-2aa4-4eed-87bf-288b85e31899,PID_E,2026-05-25,18:11:51,LOC_E,64.5,0,2026-05-25 23:46:27.950801
931fa97d-7835-4dd1-8a1f-02e9b7b1d864,PID_E,2026-05-25,18:12:51,LOC_E,64.5,0,2026-05-25 23:46:27.969115
22a134a2-9cd4-49e1-b94b-072608568491,PID_E,2026-05-25,18:13:51,LOC_E,64.2,0,2026-05-25 23:46:27.990296
bcc5bdd6-3216-44d1-9a59-7309b6e2083f,PID_E,2026-05-25,18:14:51,LOC_E,64.0,0,2026-05-25 23:46:28.009301
e006999c-2184-45e1-929b-462b0c082870,PID_E,2026-05-25,18:15:51,LOC_E,64.0,0,2026-05-25 23:46:28.028337
8f16e89e-c9d2-4bf8-9476-e9ddf98a1edc,PID_E,2026-05-25,18:16:51,LOC_E,73.7,0,2026-05-25 23:46:28.047511
26cec6c3-a729-4aef-9a1a-822d5c587fd5,PID_E,2026-05-25,18:17:51,LOC_E,77.1,0,2026-05-25 23:46:28.067724
f05f71fe-f4d6-438b-b1fa-26b960b3f0a8,PID_E,2026-05-25,18:18:51,LOC_E,63.9,0,2026-05-25 23:46:28.089832
f1601d38-6c73-45b7-9a6d-a3b9bd650877,PID_E,2026-05-25,18:19:51,LOC_E,63.9,0,2026-05-25 23:46:28.109206
ff378c24-7b53-4b26-a231-e562a2621458,PID_E,2026-05-25,18:20:51,LOC_E,63.7,0,2026-05-25 23:46:28.128233
53a5b30d-1371-4dac-8bd2-71735359df02,PID_E,2026-05-25,18:21:51,LOC_E,63.6,0,2026-05-25 23:46:28.147148
d2b74a48-88cb-4c67-9d86-9d72d52f534c,PID_E,2026-05-25,18:22:51,LOC_E,75.4,0,2026-05-25 23:46:28.166137
4f06dd50-1fd0-411b-a709-2070e2754ee1,PID_E,2026-05-25,18:23:51,LOC_E,71.2,0,2026-05-25 23:46:28.185724
5dc0658c-d7a8-49ca-bb4e-20abc71fa93e,PID_E,2026-05-25,18:24:51,LOC_E,76.5,0,2026-05-25 23:46:28.208895
c107af5c-f001-455c-bafa-f1cefe2a6f2e,PID_E,2026-05-25,18:25:51,LOC_E,62.9,0,2026-05-25 23:46:28.228638
eef74ab9-2768-49a8-9fa6-fc150d412ffb,PID_E,2026-05-25,18:26:51,LOC_E,70.0,0,2026-05-25 23:46:28.248984
b3319c97-8e29-4897-af8c-941f514c10da,PID_E,2026-05-25,18:27:51,LOC_E,62.8,0,2026-05-25 23:46:28.269211
02be73c3-4b00-4b88-9cb5-f6a18fada259,PID_E,2026-05-25,18:28:51,LOC_E,62.5,0,2026-05-25 23:46:28.288234
8842420a-faf9-4f32-a4ab-330095295bf8,PID_E,2026-05-25,18:29:51,LOC_E,62.6,0,2026-05-25 23:46:28.310777
16153abc-3292-45ba-8284-86f52754a279,PID_E,2026-05-25,18:30:51,LOC_E,62.3,0,2026-05-25 23:46:28.330387
df9d7eef-97e3-41a6-9c45-6c3d7cfaba52,PID_E,2026-05-25,18:31:51,LOC_E,62.1,0,2026-05-25 23:46:28.349681
d0571edd-1b99-4553-a881-565271f603a6,PID_E,2026-05-25,18:32:51,LOC_E,61.8,0,2026-05-25 23:46:28.369134
dac9c9b7-e6ac-4367-8f31-371081ceecbf,PID_E,2026-05-25,18:33:51,LOC_E,62.1,0,2026-05-25 23:46:28.388231
e990d1bd-afbe-411f-b076-24d159094cfa,PID_E,2026-05-25,18:34:51,LOC_E,61.8,0,2026-05-25 23:46:28.407542
b14e7602-2719-46ae-8c8f-a47a10240407,PID_E,2026-05-25,18:35:51,LOC_E,61.9,0,2026-05-25 23:46:28.426971
00d7baf1-a257-4ce7-b5d1-28dcd7d22f69,PID_E,2026-05-25,18:36:51,LOC_E,61.6,0,2026-05-25 23:46:28.446124
e4888e6a-7168-44e2-b399-7a2f6578f470,PID_E,2026-05-25,18:37:51,LOC_E,61.2,0,2026-05-25 23:46:28.464747
49982f5b-06ab-40c3-9c71-3ae3fc2457de,PID_E,2026-05-25,18:38:51,LOC_E,60.9,0,2026-05-25 23:46:28.484518
